t,rss,heapTotal,heapUsed,external,arrayBuffers
831376.521943,62697472,15949824,8976792,2273213,42083
832379.005845,62697472,15949824,9038128,2273373,42243
833380.225915,62828544,15949824,9099320,2273533,42403
834381.274546,62828544,15949824,9198016,2273693,42563
835382.419147,62828544,15949824,9259248,2273853,42723
836384.527731,62959616,15949824,9320584,2274013,42883
837386.958214,62959616,15949824,9381776,2274173,43043
838388.414418,63090688,15949824,9446944,2274333,43203
839389.939957,63090688,15949824,9512328,2274493,43363
840391.637935,63221760,15949824,9580376,2274653,43523
841392.701707,63221760,15949824,9641568,2274813,43683
842394.884826,63352832,15949824,9786256,2274973,43843
843395.906332,62332928,15949824,8909832,2272539,41409
844397.364358,62464000,15949824,8975680,2272699,41569
845399.807504,62464000,15949824,9036872,2272859,41729
846401.716304,62595072,15949824,9118976,2273019,41889
847402.966896,62595072,15949824,9180192,2273179,42049
848404.75045,62726144,15949824,9246008,2273339,42209
849406.147603,62726144,15949824,9312048,2273499,42369
850406.750901,62537728,15949824,9418840,2273645,42515
851408.044757,62537728,15949824,9476168,2273803,42673
852409.335414,62668800,15949824,9537504,2273963,42833
853411.307091,62668800,15949824,9598696,2274123,42993
854413.213237,62799872,15949824,9660032,2274283,43153
855413.995446,62844928,15949824,9736336,2274443,43313
856414.980503,62844928,15949824,9797672,2274603,43473
857416.188904,62976000,15949824,9864472,2274763,43633
858417.347033,62976000,15949824,10041032,2274923,43793
859418.926854,63107072,15949824,10102224,2275083,43953
860420.512155,63238144,16998400,9216016,2272667,41537
861421.953122,63238144,16998400,9277208,2272827,41697
862423.111851,63369216,16998400,9347872,2272987,41857
863424.127089,63369216,16998400,9409096,2273147,42017
864425.472141,63369216,16998400,9475000,2273307,42177
865427.011689,63500288,16998400,9536192,2273467,42337
866428.44207,63500288,16998400,9647232,2273627,42497
867430.186935,63500288,16998400,9708432,2273787,42657
868431.581275,63631360,16998400,9769768,2273947,42817
869433.232007,63631360,16998400,9830960,2274107,42977
870434.028657,63762432,16998400,9892296,2274267,43137
871435.368898,63762432,16998400,9953488,2274427,43297
872436.675755,63893504,16998400,10020304,2274587,43457
873437.84652,63127552,15949824,9325536,2272637,41507
874439.062694,63127552,15949824,9391576,2272797,41667
875440.618441,63127552,15949824,9452768,2272957,41827
876442.330174,63127552,15949824,9556824,2273117,41987
877444.51934,63127552,15949824,9618016,2273277,42147
878446.188678,63127552,15949824,9679352,2273437,42307
879447.718234,63127552,15949824,9788000,2273597,42467
880449.1132,63127552,15949824,9849336,2273757,42627
881450.576936,63127552,15949824,9910528,2273917,42787
882451.757802,63127552,15949824,9971864,2274077,42947
883453.222044,63127552,15949824,10033280,2282429,51299
884453.821136,63127552,15949824,10094616,2282589,51459
885454.752793,63127552,15949824,10155912,2282749,51619
886456.63691,62238720,15949824,9443176,2280825,49695
887458.775148,62238720,15949824,9556568,2280985,49855
888460.53966,62369792,15949824,9617904,2281145,50015
889462.588147,62369792,15949824,9679152,2281305,50175
890464.268828,62500864,15949824,9740488,2281465,50335
891465.233217,62500864,15949824,9801680,2281625,50495
892465.920061,62631936,15949824,9863016,2281785,50655
893467.1391,62631936,15949824,9942704,2281945,50815
894468.858083,62763008,15949824,10001624,2282089,50959
895469.923763,62763008,15949824,10067296,2282249,51119
896471.347763,62894080,15949824,10128632,2282409,51279
897473.738877,62894080,15949824,10194480,2282569,51439
898475.59789,62894080,15949824,10263264,2282729,51599
899477.642745,62205952,15949824,9588472,2280793,49663
900479.6467,61874176,15949824,9651808,2280953,49823
901481.187161,61874176,15949824,9713000,2281113,49983
902481.822349,62005248,15949824,9778440,2281273,50143
903483.728141,62005248,15949824,9839688,2281433,50303
904485.496711,62136320,15949824,9908600,2281593,50463
905486.999674,62136320,15949824,9969792,2281753,50623
906488.428285,62267392,15949824,10065112,2281913,50783
907490.595608,62267392,15949824,10126344,2282073,50943
908492.228087,62398464,15949824,10194392,2282233,51103
909492.873725,62398464,15949824,10268624,2282393,51263
910494.798767,62529536,15949824,10329800,2282553,51423
911496.265528,62529536,15949824,10390872,2282713,51583
912496.983213,62660608,15949824,10452048,2282873,51743
913498.202016,62660608,15949824,10528088,2283033,51903
914498.893823,62660608,15949824,10698440,2283193,52063
915500.267284,61849600,15949824,9788560,2280779,49649
916501.325219,61980672,15949824,9887856,2280923,49793
917503.544772,61980672,15949824,9948776,2281083,49953
918505.000996,62111744,15949824,10009952,2281243,50113
919505.750759,62111744,15949824,10071000,2281403,50273
920507.78351,62111744,15949824,10132176,2281563,50433
921509.520864,62242816,15949824,10193208,2281723,50593
922511.066148,62242816,15949824,10288152,2281883,50753
923512.065994,62373888,15949824,10349216,2282043,50913
924513.115007,62373888,15949824,10410392,2282203,51073
925513.938436,62504960,15949824,10471424,2282363,51233
926515.190256,62504960,15949824,10536528,2282523,51393
927516.044203,62636032,15949824,10605064,2282683,51553
928517.546705,61792256,15949824,9976600,2280745,49615
929518.952737,61923328,15949824,10037632,2280905,49775
930520.288121,61923328,15949824,10098808,2281065,49935
931521.719489,62054400,15949824,10159840,2281225,50095
932523.076565,62054400,15949824,10221040,2281385,50255
933524.097946,62185472,15949824,10282072,2281545,50415
934525.618405,62185472,15949824,10343248,2281705,50575
935527.313392,62316544,15949824,10404280,2281865,50735
936527.660258,62316544,15949824,10465488,2282025,50895
937529.719649,62578688,15949824,10525992,2282169,51039
938531.513897,62578688,15949824,10590352,2282329,51199
939533.31414,62709760,15949824,10659824,2282489,51359
940535.616884,62709760,15949824,10721000,2282649,51519
941536.820924,62709760,15949824,10782144,2282809,51679
942538.327293,61980672,15949824,10209728,2280811,49681
943540.150678,62111744,15949824,10270760,2280971,49841
944541.690644,62242816,15949824,10331936,2281131,50001
945542.888225,62242816,15949824,10392968,2281291,50161
946544.192754,62373888,15949824,10454144,2281451,50321
947545.561642,62373888,15949824,10515176,2281611,50481
948546.89843,62373888,15949824,10576352,2281771,50641
949548.064745,62504960,15949824,10637384,2281931,50801
950549.285652,62504960,15949824,10698576,2282091,50961
951550.205876,62636032,15949824,10759832,2290443,59313
952551.356094,62636032,15949824,10821008,2290603,59473
953553.248741,62767104,15949824,10882040,2290763,59633
954554.68878,62767104,15949824,10943248,2290923,59793
955555.864377,62103552,15949824,10220264,2288971,57841
956557.339292,62103552,15949824,10281440,2289131,58001
957558.760283,62234624,15949824,10342472,2289291,58161
958559.765013,62234624,15949824,10403648,2289451,58321
959560.61783,62365696,15949824,10475392,2289611,58481
960561.539773,62365696,15949824,10530728,2289755,58625
961563.24148,62496768,15949824,10591648,2289915,58785
962564.323835,62496768,15949824,10756648,2290075,58945
963566.477923,62627840,15949824,10817688,2290235,59105
964568.7235,62627840,15949824,10878864,2290395,59265
965570.11936,62758912,15949824,10939896,2290555,59425
966571.8757,62758912,15949824,11001072,2290715,59585
967573.054206,62758912,15949824,11062248,2290875,59745
968574.0438,62058496,15949824,10332184,2288953,57823
969575.522093,62189568,15949824,10393216,2289113,57983
970577.278066,62189568,15949824,10454392,2289273,58143
971577.686699,62320640,15949824,10515424,2289433,58303
972579.235008,62320640,15949824,10587536,2289593,58463
973580.264613,62320640,15949824,10648568,2289753,58623
974581.080199,62451712,15949824,10709744,2289913,58783
975581.878278,62451712,15949824,10879144,2290073,58943
976582.87593,62582784,15949824,10940496,2290233,59103
977584.709331,62582784,15949824,11001528,2290393,59263
978586.450669,62713856,15949824,11062704,2290553,59423
979588.004704,62713856,15949824,11123736,2290713,59583
980589.134556,62844928,15949824,11184928,2290873,59743
981590.011801,62844928,15949824,11245960,2291033,59903
982591.240805,62844928,15949824,11301448,2291177,60047
983592.177065,62976000,15949824,11423720,2291337,60207
984593.570659,62976000,15949824,11484896,2291497,60367
985595.468716,62078976,15949824,10628432,2289053,57923
986596.955151,62078976,15949824,10689608,2289213,58083
987598.56549,62210048,15949824,10750640,2289373,58243
988599.745314,62210048,15949824,10811864,2289533,58403
989601.214226,62341120,15949824,10872896,2289693,58563
990601.978037,62341120,15949824,10934072,2289853,58723
991603.069952,62472192,15949824,11219552,2290013,58883
992603.903074,62472192,15949824,11280736,2290173,59043
993605.057389,62603264,15949824,11341768,2290333,59203
994606.278694,62603264,15949824,11402944,2290493,59363
995606.995276,62603264,15949824,11463976,2290653,59523
996607.642913,62734336,15949824,11525152,2290813,59683
997608.848838,62734336,15949824,11586224,2290973,59843
998609.753263,62038016,15949824,10859232,2289051,57921
999611.028665,62169088,15949824,10920264,2289211,58081
1000611.928613,62169088,15949824,10981440,2289371,58241
1001612.818949,62300160,15949824,11042584,2289531,58401
1002614.316046,62300160,15949824,11103760,2289691,58561
1003616.116503,62300160,15949824,11164792,2289851,58721
1004617.014756,62431232,15949824,11220280,2289995,58865
1005618.012917,62431232,15949824,11281312,2290155,59025
1006619.062537,62562304,15949824,11342536,2290315,59185
1007619.874771,62562304,15949824,11403568,2290475,59345
1008621.483438,62693376,15949824,11464744,2290635,59505
1009622.760842,62693376,15949824,11525776,2290795,59665
1010624.588471,62824448,15949824,11586968,2290955,59825
1011626.677673,62066688,15949824,10853784,2289017,57887
1012628.145693,62197760,15949824,10914960,2289177,58047
1013629.440596,62197760,15949824,10975992,2289337,58207
1014631.65589,62328832,15949824,11037168,2289497,58367
1015633.292834,62328832,15949824,11098296,2289657,58527
1016634.745433,62459904,15949824,11159472,2289817,58687
1017636.197759,62459904,15949824,11220504,2289977,58847
1018636.887153,62590976,15949824,11484272,2290137,59007
1019638.122585,62590976,15949824,11545576,2298489,67359
1020638.958345,62590976,15949824,11606752,2298649,67519
1021639.138373,62722048,15949824,11667784,2298809,67679
1022639.748144,62722048,15949824,11728960,2298969,67839
1023640.277453,62853120,15949824,11789496,2299117,67987
1024640.995857,62152704,15949824,11057000,2297161,66031
1025641.837538,62152704,15949824,11118032,2297321,66191
1026643.038543,62152704,15949824,11179208,2297481,66351
1027644.973116,62283776,15949824,11240240,2297641,66511
1028645.683923,62676992,15949824,11301648,2297801,66671
1029647.34123,62808064,15949824,11362664,2297961,66831
1030650.313901,62808064,15949824,11423824,2298121,66991
1031651.891414,62939136,15949824,11484840,2298281,67151
1032652.517114,62939136,15949824,11546024,2298441,67311
1033654.186184,63070208,15949824,11607040,2298601,67471
1034655.225637,63070208,15949824,11662512,2298745,67615
1035656.68984,63201280,15949824,11723528,2298905,67775
1036658.105292,63201280,15949824,11784840,2299065,67935
1037659.268923,63201280,15949824,11845856,2299225,68095
1038659.515897,63332352,15949824,11907016,2299385,68255
1039660.835825,63332352,15949824,12172584,2299545,68415
1040664.733707,63217664,15949824,11261088,2299705,65971
1041666.528644,62586880,15949824,11322104,2297261,66131
1042667.437742,62586880,15949824,11383264,2297421,66291
1043669.498233,62586880,15949824,11438592,2297565,66435
1044671.59137,62717952,15949824,11499888,2297725,66595
1045673.190979,62717952,15949824,11560904,2297885,66755
1046674.029854,62849024,15949824,11622064,2298045,66915
1047675.534315,62849024,15949824,11683080,2298205,67075
1048677.238269,62980096,15949824,11744240,2298365,67235
1049678.570281,62980096,15949824,11805256,2298525,67395
1050678.976812,63111168,15949824,11866416,2298685,67555
1051680.154567,63111168,15949824,11921592,2298829,67699
1052681.662957,63242240,15949824,11982640,2298989,67859
1053682.977782,63242240,15949824,12043768,2299149,68019
1054683.779241,62541824,15949824,11326240,2297243,66113
1055684.721469,62541824,15949824,11387256,2297403,66273
1056686.085682,62672896,15949824,11473712,2297563,66433
1057686.886214,62672896,15949824,11534760,2297723,66593
1058687.772422,62803968,15949824,11595920,2297883,66753
1059689.232215,62803968,15949824,11803128,2298027,66897
1060689.885635,62935040,15949824,11864176,2298187,67057
1061691.021373,62935040,15949824,11925192,2298347,67217
1062692.534137,62935040,15949824,11986432,2298507,67377
1063694.090973,63066112,15949824,12047448,2298667,67537
1064695.550305,63066112,15949824,12108608,2298827,67697
1065696.873299,63197184,15949824,12169624,2298987,67857
1066698.328133,63197184,15949824,12230800,2299147,68017
1067699.827768,62496768,15949824,11502896,2297181,66051
1068701.048117,62496768,15949824,11560184,2297339,66209
1069701.834397,62627840,15949824,11621200,2297499,66369
1070703.732356,62627840,15949824,11682360,2297659,66529
1071705.286547,62758912,15949824,11743392,2297819,66689
1072706.145379,62758912,15949824,11804552,2297979,66849
1073706.790989,62889984,15949824,11865568,2298139,67009
1074708.43367,62889984,15949824,11995648,2298299,67169
1075709.619998,63021056,15949824,12056680,2298459,67329
1076711.012968,63021056,15949824,12112152,2298603,67473
1077712.720611,63152128,15949824,12173168,2298763,67633
1078714.255542,63152128,15949824,12234328,2298923,67793
1079715.307266,63152128,15949824,12295344,2299083,67953
1080715.711777,62574592,15949824,11561776,2297147,66017
1081716.929965,62705664,15949824,11622792,2297307,66177
1082718.287751,62705664,15949824,11683952,2297467,66337
1083720.28164,62836736,15949824,11900008,2297627,66497
1084721.853955,62836736,15949824,11955728,2297771,66641
1085723.264902,62836736,15949824,12016744,2297931,66801
1086724.284576,62836736,15949824,12077904,2298091,66961
1087724.908436,62967808,15949824,12139144,2306443,75313
1088726.18255,62967808,15949824,12200312,2306603,75473
1089727.429757,63098880,15949824,12261328,2306763,75633
1090729.07576,63098880,15949824,12322488,2306923,75793
1091729.834431,63229952,15949824,12383504,2307083,75953
1092731.51404,63229952,15949824,12438824,2307227,76097
1093733.142863,63361024,15949824,12499736,2307387,76257
1094734.519284,62533632,15949824,11775496,2305437,74307
1095736.292747,62664704,15949824,11836512,2305597,74467
1096737.782069,62664704,15949824,11897672,2305757,74627
1097739.10039,62795776,15949824,11958712,2305917,74787
1098740.318007,62795776,15949824,12019872,2306077,74947
1099742.465015,62926848,15949824,12080888,2306237,75107
1100744.116303,62926848,15949824,12241104,2306397,75267
1101745.162208,62926848,15949824,12296352,2306541,75411
1102746.21468,62926848,15949824,12357400,2306701,75571
1103747.190114,63057920,15949824,12418416,2306861,75731
1104748.027671,63057920,15949824,12479576,2307021,75891
1105748.716536,63188992,15949824,12540592,2307181,76051
1106749.719716,63188992,15949824,12601832,2307341,76211
1107750.697911,63320064,15949824,12662848,2307501,76371
1108751.791145,63320064,15949824,12724008,2307661,76531
1109752.782661,63320064,15949824,12785024,2307821,76691
1110754.294513,62439424,15949824,11959064,2305403,74273
1111755.22829,62570496,15949824,12020080,2305563,74433
1112756.068175,62570496,15949824,12081240,2305723,74593
1113756.906964,62701568,15949824,12142304,2305883,74753
1114757.795058,62701568,15949824,12203464,2306043,74913
1115758.996156,62701568,15949824,12266864,2306203,75073
1116759.952661,62832640,15949824,12344520,2306363,75233
1117761.440974,62832640,15949824,12522808,2306523,75393
1118762.955404,62963712,15949824,12582032,2306669,75539
1119764.113388,62963712,15949824,12639176,2306827,75697
1120765.570942,63094784,15949824,12700336,2306987,75857
1121767.088459,63094784,15949824,12761352,2307147,76017
1122768.290094,63225856,15949824,12822512,2307307,76177
1123769.247891,62386176,15949824,12092528,2305369,74239
1124770.279816,62517248,15949824,12153688,2305529,74399
1125770.825598,62517248,15949824,12214704,2305689,74559
1126771.532874,62648320,15949824,12275864,2305849,74719
1127773.10579,62648320,15949824,12331240,2305993,74863
1128774.243534,62779392,15949824,12392400,2306153,75023
1129775.667457,62779392,15949824,12453416,2306313,75183
1130776.696041,62910464,15949824,12606920,2306473,75343
1131778.325375,62910464,15949824,12668072,2306633,75503
1132779.870799,63041536,15949824,12729232,2306793,75663
1133781.149435,63041536,15949824,12790248,2306953,75823
1134782.499947,63041536,15949824,12851408,2307113,75983
1135784.06775,63172608,15949824,12912424,2307273,76143
1136785.535854,62464000,15949824,12173736,2305305,74175
1137787.443984,62464000,15949824,12234752,2305465,74335
1138789.310836,62464000,15949824,12295912,2305625,74495
1139790.892604,62595072,15949824,12356928,2305785,74655
1140792.122418,62595072,15949824,12432000,2305945,74815
1141792.870824,62726144,15949824,12493016,2306105,74975
1142794.308732,62726144,15949824,12554176,2306265,75135
1143795.298725,62857216,15949824,12738360,2306425,75295
1144796.003319,62857216,15949824,12799520,2306585,75455
1145797.115586,62988288,15949824,12854848,2306729,75599
1146797.988681,62988288,15949824,12916008,2306889,75759
1147799.102925,63119360,15949824,12977024,2307049,75919
1148800.52264,63119360,15949824,13038184,2307209,76079
1149802.176637,63119360,15949824,13099232,2307369,76239
1150803.322868,62414848,15949824,12369512,2305419,74289
1151804.896642,62545920,15949824,12430528,2305579,74449
1152806.206189,62545920,15949824,12491688,2305739,74609
1153807.611864,62676992,15949824,12547024,2305883,74753
1154809.517636,62676992,15949824,12608184,2306043,74913
1155811.437343,62676992,15949824,12669424,2314395,83265
1156813.52836,62808064,15949824,12730584,2314555,83425
1157815.342804,62808064,15949824,12968552,2314715,83585
1158817.574114,62939136,15949824,13029760,2314875,83745
1159819.10773,62939136,15949824,13090776,2315035,83905
1160820.292452,63070208,15949824,13151936,2315195,84065
1161821.076075,63070208,15949824,13212952,2315355,84225
1162821.54608,63201280,15949824,13274168,2315515,84385
1163823.099883,62488576,15949824,12540624,2313561,82431
1164823.594001,62619648,15949824,12601784,2313721,82591
1165825.4455,62619648,15949824,12662800,2313881,82751
1166826.732812,62750720,15949824,12723960,2314041,82911
1167828.016077,62750720,15949824,12785016,2314201,83071
1168828.763911,62881792,15949824,12846176,2314361,83231
1169829.696071,62881792,15949824,12907192,2314521,83391
1170830.958378,63012864,15949824,12968352,2314681,83551
1171831.40487,63012864,15949824,13027360,2314827,83697
1172832.897231,63012864,15949824,13084648,2314985,83855
1173833.815371,63143936,15949824,13145664,2315145,84015
1174834.862929,63143936,15949824,13206824,2315305,84175
1175835.714198,63275008,15949824,13268016,2315465,84335
1176837.292012,62590976,15949824,12759320,2313517,82387
1177837.586441,62590976,15949824,12820336,2313677,82547
1178839.126979,62722048,15949824,12881496,2313837,82707
1179840.109454,62722048,15949824,12942512,2313997,82867
1180841.51231,62722048,15949824,12998024,2314141,83011
1181843.166603,62853120,15949824,13059040,2314301,83171
1182844.485168,62853120,15949824,13120200,2314461,83331
1183845.830885,62984192,15949824,13181216,2314621,83491
1184847.319597,62984192,15949824,13242400,2314781,83651
1185848.962343,63115264,15949824,13303416,2314941,83811
1186850.303515,63115264,15949824,13364576,2315101,83971
1187851.520267,63246336,15949824,13425592,2315261,84131
1188853.418302,63246336,15949824,13486760,2315421,84291
1189856.055905,62541824,15949824,12761224,2313487,82357
1190857.628911,62541824,15949824,12817088,2313643,82513
1191859.165748,62672896,15949824,12878104,2313803,82673
1192860.121229,62672896,15949824,12939264,2313963,82833
1193861.209523,62803968,15949824,13000336,2314123,82993
1194862.545615,62803968,15949824,13061496,2314283,83153
1195863.67124,62935040,15949824,13122512,2314443,83313
1196865.004441,62935040,15949824,13183672,2314603,83473
1197865.91202,62935040,15949824,13244736,2314763,83633
1198866.989184,63066112,15949824,13305896,2314923,83793
1199868.689034,63066112,15949824,13361224,2315067,83937
1200870.070309,63197184,15949824,13422384,2315227,84097
1201870.944422,63197184,15949824,13483400,2315387,84257
1202872.441777,63328256,15949824,13783376,2315547,84417
1203873.960957,62500864,15949824,13048032,2313627,82497
1204875.181945,62631936,15949824,13109192,2313787,82657
1205876.056302,62631936,15949824,13170208,2313947,82817
1206876.951109,62763008,15949824,13231392,2314107,82977
1207878.269496,62763008,15949824,13292408,2314267,83137
1208878.585912,62894080,15949824,13353568,2314427,83297
1209880.220504,62894080,15949824,13408896,2314571,83441
1210880.939383,63025152,15949824,13470056,2314731,83601
1211882.064926,63025152,15949824,13531104,2314891,83761
1212883.230386,63156224,15949824,13592264,2315051,83921
1213883.770495,63156224,15949824,13653280,2315211,84081
1214884.73959,63287296,15949824,13714440,2315371,84241
1215886.101934,63287296,15949824,13775496,2315531,84401
1216887.288466,62586880,15949824,13053320,2313579,82449
1217889.082893,62586880,15949824,13114336,2313739,82609
1218889.945987,62717952,15949824,13169808,2313883,82753
1219891.265518,62717952,15949824,13230824,2314043,82913
1220892.467478,62717952,15949824,13292040,2314203,83073
1221894.17659,62849024,15949824,13353056,2314363,83233
1222894.94486,62849024,15949824,13414216,2314523,83393
1223895.704889,62980096,15949824,13475456,2322875,91745
1224897.040768,62980096,15949824,13536648,2323035,91905
1225898.305725,63111168,15949824,13597664,2323195,92065
1226899.338451,63111168,15949824,13658824,2323355,92225
1227901.148493,63242240,15949824,13719840,2323515,92385
1228902.133995,63242240,15949824,13775336,2323659,92529
1229902.955453,62541824,15949824,13172328,2321737,90607
1230904.090413,62672896,15949824,13233488,2321897,90767
1231905.350302,62672896,15949824,13294504,2322057,90927
1232906.804787,62803968,15949824,13355664,2322217,91087
1233908.053353,62803968,15949824,13416736,2322377,91247
1234908.936279,62803968,15949824,13477896,2322537,91407
1235909.689381,62935040,15949824,13538912,2322697,91567
1236910.726337,62935040,15949824,13600072,2322857,91727
1237912.495703,63066112,15949824,13655400,2323001,91871
1238914.25291,63066112,15949824,13716560,2323161,92031
1239914.765886,63197184,15949824,13778016,2323321,92191
1240915.48659,63197184,15949824,13839176,2323481,92351
1241917.069919,63328256,15949824,13900216,2323641,92511
1242918.337786,63328256,15949824,13961376,2323801,92671
1243920.508646,63459328,15949824,14022392,2323961,92831
1244922.275208,62664704,15949824,13337920,2321789,90659
1245923.286358,62664704,15949824,13398936,2321949,90819
1246923.807902,62795776,15949824,13460096,2322109,90979
1247925.200899,62795776,15949824,13515432,2322253,91123
1248925.78471,62926848,15949824,13576536,2322413,91283
1249927.090748,62926848,15949824,13637552,2322573,91443
1250929.146804,63057920,15949824,13698712,2322733,91603
1251929.876997,63057920,15949824,13759728,2322893,91763
1252930.945325,63188992,15949824,13820936,2323053,91923
1253931.939476,63188992,15949824,13881952,2323213,92083
1254933.525085,63320064,15949824,13943112,2323373,92243
1255934.868555,63320064,15949824,14004128,2323533,92403
1256936.020937,63451136,15949824,14065440,2323693,92563
1257937.322681,62664704,15949824,13399816,2321773,90643
1258938.743342,62795776,15949824,13455288,2321917,90787
1259940.480956,62795776,15949824,13516304,2322077,90947
1260942.428586,62926848,15949824,13577480,2322237,91107
1261944.478137,62926848,15949824,13638496,2322397,91267
1262945.811165,63057920,15949824,13699656,2322557,91427
1263946.858112,63057920,15949824,13771432,2322717,91587
1264948.015968,63188992,15949824,14048576,2322877,91747
1265949.237346,63188992,15949824,14109616,2323037,91907
1266950.237191,63320064,15949824,14170776,2323197,92067
1267951.350118,63320064,15949824,14231792,2323357,92227
1268953.093321,63320064,15949824,14287112,2323501,92371
1269954.143068,63451136,15949824,14348016,2323661,92531
1270955.610623,62750720,15949824,13619248,2321739,90609
1271957.058366,62750720,15949824,13680264,2321899,90769
1272957.950151,62881792,15949824,13741424,2322059,90929
1273959.049445,62881792,15949824,13802440,2322219,91089
1274960.296042,62881792,15949824,13863600,2322379,91249
1275961.794683,63012864,15949824,13924616,2322539,91409
1276962.80881,63012864,15949824,13985776,2322699,91569
1277964.414289,63143936,15949824,14046792,2322859,91729
1278965.291396,63143936,15949824,14107976,2323019,91889
1279966.256141,63275008,15949824,14163304,2323163,92033
1280967.611436,63275008,15949824,14224464,2323323,92193
1281969.311599,63406080,15949824,14285480,2323483,92353
1282970.698518,63406080,15949824,14346640,2323643,92513
1283971.829366,62705664,15949824,13614128,2321707,90577
1284973.184893,62705664,15949824,13675288,2321867,90737
1285974.320511,62836736,15949824,13736304,2322027,90897
1286976.275812,62836736,15949824,13797464,2322187,91057
1287977.298154,62967808,15949824,13907272,2322347,91217
1288977.582653,62967808,15949824,13968432,2322507,91377
1289979.204557,63098880,15949824,14023760,2322651,91521
1290980.06975,63098880,15949824,14084920,2322811,91681
1291980.961852,63229952,15949824,14146168,2331163,100033
1292981.654458,63229952,15949824,14207328,2331323,100193
1293983.16396,63361024,15949824,14459792,2331483,100353
1294984.362209,63361024,15949824,14520952,2331643,100513
1295986.142419,63361024,15949824,14581968,2331803,100673
1296987.156544,63492096,15949824,14643144,2331963,100833
1297988.41224,62787584,15949824,13911392,2330025,98895
1298989.733594,62787584,15949824,13972552,2330185,99055
1299990.984581,62918656,15949824,14033568,2330345,99215
1300991.461363,62918656,15949824,14092672,2330491,99361
1301993.125778,62918656,15949824,14149816,2330649,99519
1302994.163886,63049728,15949824,14210976,2330809,99679
1303995.520459,63049728,15949824,14271992,2330969,99839
1304997.540916,63180800,15949824,14333152,2331129,99999
1305999.580978,63180800,15949824,14394168,2331289,100159
1307000.791818,63311872,15949824,14455328,2331449,100319
1308001.916441,63311872,15949824,14516344,2331609,100479
1309003.410868,63442944,15949824,14577504,2331769,100639
1310004.855683,63442944,15949824,14638544,2331929,100799
1311005.819158,62734336,15949824,13905120,2329977,98847
1312006.103819,62734336,15949824,13966368,2330137,99007
1313007.260593,62865408,15949824,14021840,2330281,99151
1314008.243121,62865408,15949824,14082856,2330441,99311
1315009.252629,62996480,15949824,14279168,2330601,99471
1316010.062699,62996480,15949824,14340184,2330761,99631
1317011.128514,63127552,15949824,14401344,2330921,99791
1318011.895408,63127552,15949824,14462360,2331081,99951
1319013.365941,63258624,15949824,14523544,2331241,100111
1320015.038674,63258624,15949824,14584560,2331401,100271
1321015.892114,63389696,15949824,14645720,2331561,100431
1322016.844515,63389696,15949824,14706736,2331721,100591
1323018.448443,63389696,15949824,14768048,2331881,100751
1324019.097718,63520768,15949824,14828560,2332029,100899
1325019.850929,62771200,15949824,14059656,2329965,98835
1326021.077987,62771200,15949824,14120672,2330125,98995
1327021.85548,62771200,15949824,14181832,2330285,99155
1328023.244164,62902272,15949824,14242920,2330445,99315
1329024.15653,62902272,15949824,14304080,2330605,99475
1330025.617545,63033344,15949824,14365096,2330765,99635
1331027.287131,63033344,15949824,14426256,2330925,99795
1332028.637669,63164416,15949824,14578600,2331085,99955
1333030.287613,63164416,15949824,14639768,2331245,100115
1334030.881065,63295488,15949824,14700784,2331405,100275
1335031.779308,63295488,15949824,14761944,2331565,100435
1336032.878761,63426560,15949824,14822960,2331725,100595
1337033.849819,63426560,15949824,14878456,2331869,100739
1338034.809203,62754816,15949824,14145512,2329945,98815
1339035.832487,62754816,15949824,14206672,2330105,98975
1340036.852192,62885888,15949824,14267688,2330265,99135
1341038.260801,62885888,15949824,14469184,2330425,99295
1342038.906146,63016960,15949824,14530200,2330585,99455
1343039.864852,63016960,15949824,14591360,2330745,99615
1344040.840914,63148032,15949824,14652376,2330905,99775
1345041.956883,63148032,15949824,14713536,2331065,99935
1346043.084867,63148032,15949824,14774552,2331225,100095
1347044.159994,63279104,15949824,14835712,2331385,100255
1348045.426533,63279104,15949824,14896728,2331545,100415
1349047.457697,63410176,15949824,14952200,2331689,100559
1350049.222673,63410176,15949824,15013240,2331849,100719
1351050.348369,62697472,15949824,14289104,2329885,98755
1352051.933872,62828544,15949824,14350120,2330045,98915
1353053.20771,62828544,15949824,14411280,2330205,99075
1354054.539199,62828544,15949824,14472296,2330365,99235
1355056.48816,62959616,15949824,14533472,2330525,99395
1356057.604461,62959616,15949824,14594488,2330685,99555
1357059.022773,63090688,15949824,14655648,2330845,99715
1358060.269728,63090688,15949824,14803968,2331005,99875
1359061.345025,63221760,15949824,14865152,2331165,100035
1360063.682446,63221760,15949824,14926392,2339517,108387
1361065.101881,63352832,15949824,14987552,2339677,108547
1362066.499046,63352832,15949824,15042880,2339821,108691
1363068.448517,63483904,15949824,15104280,2339981,108851
1364069.611486,63483904,15949824,15165296,2340141,109011
1365071.438589,63614976,15949824,15226456,2340301,109171
1366073.315624,63614976,15949824,15499680,2340461,109331
1367073.87514,63614976,15949824,15560840,2340621,109491
1368075.271855,62771200,16211968,14648976,2338205,107075
1369075.74566,62902272,16211968,14710136,2338365,107235
1370076.446265,62902272,16211968,14771152,2338525,107395
1371077.797665,63033344,16211968,14832392,2338685,107555
1372079.570831,63033344,16211968,14893408,2338845,107715
1373081.279672,63033344,16211968,14954568,2339005,107875
1374082.485441,63164416,16211968,15009744,2339149,108019
